UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic year,Financial year end,Category marker,Category,Value(£000s),Year End Month
10007852,The University of Dundee,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,4262,All
10007772,Edinburgh Napier University,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,28705,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,28705,All
10007790,The University of Edinburgh,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,21594,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,21594,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,24074,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,24074,All
10002681,Glasgow School of Art,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,6284,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,6284,All
10007794,The University of Glasgow,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,-17610,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,-17610,All
10007764,Heriot-Watt University,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,16879,"07, July"
10007764,Heriot-Watt University,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,16879,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,12743,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,12743,All
10005500,Robert Gordon University,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,35065,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,35065,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,-225,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,-225,All
10007803,The University of St. Andrews,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,7732,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,7732,All
10005700,SRUC,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,-3713,"07, July"
10005700,SRUC,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,-3713,All
10007804,The University of Stirling,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,11669,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,11669,All
10007805,The University of Strathclyde,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,26027,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,26027,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,1618,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,1618,All
10007800,The University of the West of Scotland,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,33405,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2020/21,31/07/2021,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,33405,All
,Total,Scotland,Scotland,2020/21,,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,244212,All
,Total,Scotland,Scotland,2020/21,,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,244212,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,13373,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,13373,All
10007849,Abertay University,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,31272,"07, July"
10007849,Abertay University,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,31272,All
10007852,The University of Dundee,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,36714,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,36714,All
10007772,Edinburgh Napier University,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,107948,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,107948,All
10007790,The University of Edinburgh,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,136629,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,136629,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,105650,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,105650,All
10002681,Glasgow School of Art,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,29704,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,29704,All
10007794,The University of Glasgow,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,47782,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,47782,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,24163,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,24163,All
10005500,Robert Gordon University,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,44545,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,44545,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,10075,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,10075,All
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,33101,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,33101,All
10005700,SRUC,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,11640,"07, July"
10005700,SRUC,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,11640,All
10007804,The University of Stirling,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,-5688,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,-5688,All
10007805,The University of Strathclyde,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,7655,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,7655,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,27431,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,27431,All
10007800,The University of the West of Scotland,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,83121,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2021/22,31/07/2022,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,83121,All
,Year to date total,Scotland,Scotland,2021/22,,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,745115,All
,Year to date total,Scotland,Scotland,2021/22,,Actuarial gain/(loss) in respect of pension schemes,Actuarial gain/(loss) in respect of pension schemes,745115,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
10007849,Abertay University,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
10007852,The University of Dundee,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
10007772,Edinburgh Napier University,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
10007790,The University of Edinburgh,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
10002681,Glasgow School of Art,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
10007794,The University of Glasgow,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
10007764,Heriot-Watt University,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
10005500,Robert Gordon University,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
10007803,The University of St. Andrews,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
10005700,SRUC,Scotland,Scotland,2015/16,,Total comprehensive income for the year represented by:,Attributable to the non-controlling interest,0,All
