UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic year,Financial year end,Category marker,Category,Value(£000s),Year End Month
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2020/21,31/07/2021,Income,Other income,660,All
10007803,The University of St. Andrews,Scotland,Scotland,2020/21,31/07/2021,Income,Other income,66262,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2020/21,31/07/2021,Income,Other income,66262,All
10005700,SRUC,Scotland,Scotland,2020/21,31/07/2021,Income,Other income,33485,"07, July"
10005700,SRUC,Scotland,Scotland,2020/21,31/07/2021,Income,Other income,33485,All
10007804,The University of Stirling,Scotland,Scotland,2020/21,31/07/2021,Income,Other income,13694,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2020/21,31/07/2021,Income,Other income,13694,All
10007805,The University of Strathclyde,Scotland,Scotland,2020/21,31/07/2021,Income,Other income,38433,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2020/21,31/07/2021,Income,Other income,38433,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2020/21,31/07/2021,Income,Other income,11815,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2020/21,31/07/2021,Income,Other income,11815,All
10007800,The University of the West of Scotland,Scotland,Scotland,2020/21,31/07/2021,Income,Other income,3008,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2020/21,31/07/2021,Income,Other income,3008,All
,Total,Scotland,Scotland,2020/21,,Income,Other income,572646,All
,Total,Scotland,Scotland,2020/21,,Income,Other income,572646,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,31320,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,31320,All
10007849,Abertay University,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,2476,"07, July"
10007849,Abertay University,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,2476,All
10007852,The University of Dundee,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,34097,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,34097,All
10007772,Edinburgh Napier University,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,15993,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,15993,All
10007790,The University of Edinburgh,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,221889,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,221889,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,9857,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,9857,All
10002681,Glasgow School of Art,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,8091,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,8091,All
10007794,The University of Glasgow,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,156587,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,156587,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2021/22,31/07/2022,Income,Other income,6396,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2021/22,31/07/2022,Income,Other income,6396,All
10005500,Robert Gordon University,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,9341,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,9341,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,908,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,908,All
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,67560,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,67560,All
10005700,SRUC,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,38056,"07, July"
10005700,SRUC,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,38056,All
10007804,The University of Stirling,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,24875,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,24875,All
10007805,The University of Strathclyde,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,42538,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,42538,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,12166,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,12166,All
10007800,The University of the West of Scotland,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,4935,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2021/22,31/07/2022,Income,Other income,4935,All
,Year to date total,Scotland,Scotland,2021/22,,Income,Other income,687085,All
,Year to date total,Scotland,Scotland,2021/22,,Income,Other income,687085,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,73716,All
10007849,Abertay University,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,8363,All
10007852,The University of Dundee,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,85959,All
10007772,Edinburgh Napier University,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,33455,All
10007790,The University of Edinburgh,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,313061,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,32084,All
10002681,Glasgow School of Art,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,15703,All
10007794,The University of Glasgow,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,242034,All
10007764,Heriot-Watt University,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,99486,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,10158,All
10005500,Robert Gordon University,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,32627,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,4355,All
10007803,The University of St. Andrews,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,75105,All
10005700,SRUC,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,24008,All
10007804,The University of Stirling,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,35534,All
10007805,The University of Strathclyde,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,90462,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,90528,All
10007800,The University of the West of Scotland,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,26253,All
,Total,Scotland,Scotland,2015/16,,Expenditure,Other operating expenses,1292891,All
10007783,The University of Aberdeen,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,72209,All
10007849,Abertay University,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,8102,All
10007852,The University of Dundee,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,87448,All
10007772,Edinburgh Napier University,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,35767,All
10007790,The University of Edinburgh,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,318891,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,27850,All
10002681,Glasgow School of Art,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,13807,All
10007794,The University of Glasgow,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,208492,All
10007764,Heriot-Watt University,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,98962,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,9832,All
10005500,Robert Gordon University,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,33818,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,5030,All
10007803,The University of St. Andrews,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,81684,All
10005700,SRUC,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,25469,All
10007804,The University of Stirling,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,35300,All
10007805,The University of Strathclyde,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,97632,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,97550,All
10007800,The University of the West of Scotland,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,28783,All
,Total,Scotland,Scotland,2016/17,,Expenditure,Other operating expenses,1286626,All
10007783,The University of Aberdeen,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,68646,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,68646,All
10007849,Abertay University,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,7896,"07, July"
10007849,Abertay University,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,7896,All
10007852,The University of Dundee,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,86270,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,86270,All
10007772,Edinburgh Napier University,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,34610,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,34610,All
10007790,The University of Edinburgh,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,358592,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,358592,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,31842,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,31842,All
10002681,Glasgow School of Art,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,11695,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,11695,All
10007794,The University of Glasgow,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,236309,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,236309,All
10007764,Heriot-Watt University,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,98934,"07, July"
10007764,Heriot-Watt University,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,98934,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,11550,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,11550,All
10005500,Robert Gordon University,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,31956,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,31956,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,4871,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,4871,All
10007803,The University of St. Andrews,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,84859,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,84859,All
10005700,SRUC,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,25630,"07, July"
10005700,SRUC,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,25630,All
10007804,The University of Stirling,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,40192,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,40192,All
10007805,The University of Strathclyde,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,97415,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,97415,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,107899,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,107899,All
10007800,The University of the West of Scotland,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,26947,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2017/18,31/07/2018,Expenditure,Other operating expenses,26947,All
,Total,Scotland,Scotland,2017/18,,Expenditure,Other operating expenses,1366113,All
,Total,Scotland,Scotland,2017/18,,Expenditure,Other operating expenses,1366113,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,70914,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,70914,All
10007849,Abertay University,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,9025,"07, July"
10007849,Abertay University,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,9025,All
10007852,The University of Dundee,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,92442,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,92442,All
10007772,Edinburgh Napier University,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,35703,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,35703,All
10007790,The University of Edinburgh,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,383033,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,383033,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,34743,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,34743,All
10002681,Glasgow School of Art,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,11411,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,11411,All
10007794,The University of Glasgow,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,251211,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,251211,All
10007764,Heriot-Watt University,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,103946,"07, July"
10007764,Heriot-Watt University,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,103946,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,11683,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,11683,All
10005500,Robert Gordon University,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,28917,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,28917,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,4805,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,4805,All
10007803,The University of St. Andrews,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,87324,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,87324,All
10005700,SRUC,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,27811,"07, July"
10005700,SRUC,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,27811,All
10007804,The University of Stirling,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,40342,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,40342,All
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,107184,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,107184,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,125009,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,125009,All
10007800,The University of the West of Scotland,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,28879,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2018/19,31/07/2019,Expenditure,Other operating expenses,28879,All
,Total,Scotland,Scotland,2018/19,,Expenditure,Other operating expenses,1454382,All
,Total,Scotland,Scotland,2018/19,,Expenditure,Other operating expenses,1454382,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,60852,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,60852,All
10007849,Abertay University,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,8422,"07, July"
10007849,Abertay University,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,8422,All
10007852,The University of Dundee,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,83691,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,83691,All
10007772,Edinburgh Napier University,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,38814,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,38814,All
10007790,The University of Edinburgh,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,380458,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,380458,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,32056,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,32056,All
10002681,Glasgow School of Art,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,12441,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,12441,All
10007794,The University of Glasgow,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,232157,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,232157,All
10007764,Heriot-Watt University,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,101717,"07, July"
10007764,Heriot-Watt University,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,101717,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,10901,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,10901,All
10005500,Robert Gordon University,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,25937,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,25937,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,5148,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,5148,All
10007803,The University of St. Andrews,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,93473,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,93473,All
10005700,SRUC,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,30491,"07, July"
10005700,SRUC,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,30491,All
10007804,The University of Stirling,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,33301,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,33301,All
10007805,The University of Strathclyde,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,101856,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,101856,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,129528,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,129528,All
10007800,The University of the West of Scotland,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,31280,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2019/20,31/07/2020,Expenditure,Other operating expenses,31280,All
,Total,Scotland,Scotland,2019/20,,Expenditure,Other operating expenses,1412523,All
,Total,Scotland,Scotland,2019/20,,Expenditure,Other operating expenses,1412523,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,59306,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,59306,All
10007849,Abertay University,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,7015,"07, July"
10007849,Abertay University,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,7015,All
10007852,The University of Dundee,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,90999,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,90999,All
10007772,Edinburgh Napier University,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,37679,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,37679,All
10007790,The University of Edinburgh,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,360257,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,360257,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,34850,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,34850,All
10002681,Glasgow School of Art,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,12785,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,12785,All
10007794,The University of Glasgow,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,248871,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,248871,All
10007764,Heriot-Watt University,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,88360,"07, July"
10007764,Heriot-Watt University,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,88360,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,12298,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,12298,All
10005500,Robert Gordon University,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,26107,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,26107,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,4720,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,4720,All
10007803,The University of St. Andrews,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,78024,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,78024,All
10005700,SRUC,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,25653,"07, July"
10005700,SRUC,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,25653,All
10007804,The University of Stirling,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,31645,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,31645,All
10007805,The University of Strathclyde,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,104325,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,104325,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,132285,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,132285,All
10007800,The University of the West of Scotland,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,31593,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2020/21,31/07/2021,Expenditure,Other operating expenses,31593,All
,Total,Scotland,Scotland,2020/21,,Expenditure,Other operating expenses,1386772,All
,Total,Scotland,Scotland,2020/21,,Expenditure,Other operating expenses,1386772,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,74552,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,74552,All
10007849,Abertay University,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,8654,"07, July"
10007849,Abertay University,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,8654,All
10007852,The University of Dundee,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,107639,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,107639,All
10007772,Edinburgh Napier University,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,47941,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,47941,All
10007790,The University of Edinburgh,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,424612,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,424612,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,39460,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,39460,All
10002681,Glasgow School of Art,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,12661,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,12661,All
10007794,The University of Glasgow,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,305837,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,305837,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,13329,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2021/22,31/07/2022,Expenditure,Other operating expenses,13329,All
