UKPRN,HE Provider,Country of HE provider,Region of HE provider,Mode of employment,Atypical marker,Academic marker,Contract marker,Academic Year,Activity standard occupational classification,Number
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,"Managers, directors and senior officials ",30
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Professional occupations ,100
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Associate professional and technical occupations ,165
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Administrative and secretarial occupations,160
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Skilled trades occupations,15
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,"Caring, leisure and other service occupations",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,"Process, plant and machine operatives",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Elementary occupations,30
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,Total non-academic staff,510
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2019/20,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2019/20,Professional occupations,595
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2019/20,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2019/20,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2019/20,Total academic staff,595
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Managers, directors and senior officials ",30
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Professional occupations ,100
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Associate professional and technical occupations ,165
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Administrative and secretarial occupations,160
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Skilled trades occupations,15
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Caring, leisure and other service occupations",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Process, plant and machine operatives",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Elementary occupations,30
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Total non-academic staff,510
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,All,All (excluding atypical),2019/20,Total,1105
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2019/20,"Managers, directors and senior officials  ",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2019/20,Professional occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2019/20,Associate professional and technical occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2019/20,Clerical and manual occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2019/20,Total academic atypical staff,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2019/20,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2019/20,Professional occupations,170
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2019/20,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2019/20,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2019/20,Total academic staff,170
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,"Managers, directors and senior officials ",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Professional occupations ,20
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Associate professional and technical occupations ,50
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Administrative and secretarial occupations,90
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Skilled trades occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,"Caring, leisure and other service occupations",15
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,"Process, plant and machine operatives",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Elementary occupations,90
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,Total non-academic staff,275
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2019/20,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2019/20,Professional occupations,170
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2019/20,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2019/20,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2019/20,Total academic staff,170
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Managers, directors and senior officials ",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Professional occupations ,20
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Associate professional and technical occupations ,50
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Administrative and secretarial occupations,90
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Skilled trades occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Caring, leisure and other service occupations",15
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,"Process, plant and machine operatives",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Elementary occupations,90
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2019/20,Total non-academic staff,275
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,All,All (excluding atypical),2019/20,Total,445
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2019/20,"Managers, directors and senior officials  ",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2019/20,Professional occupations  ,720
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2019/20,Associate professional and technical occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2019/20,Clerical and manual occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2019/20,Total academic atypical staff,720
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,Academic,2020/21,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,Academic,2020/21,Professional occupations,755
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,Academic,2020/21,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,Academic,2020/21,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,Academic,2020/21,Total academic staff,755
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,"Managers, directors and senior officials ",35
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Professional occupations ,135
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Associate professional and technical occupations ,220
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Administrative and secretarial occupations,260
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Skilled trades occupations,15
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,"Caring, leisure and other service occupations",20
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,"Process, plant and machine operatives",5
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Elementary occupations,115
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2020/21,Total non-academic staff,800
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2020/21,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2020/21,Professional occupations,755
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2020/21,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2020/21,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2020/21,Total academic staff,755
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Managers, directors and senior officials ",35
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Professional occupations ,135
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Associate professional and technical occupations ,220
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Administrative and secretarial occupations,260
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Skilled trades occupations,15
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Caring, leisure and other service occupations",20
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Process, plant and machine operatives",5
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Elementary occupations,115
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2020/21,Total non-academic staff,800
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,All,All (excluding atypical),2020/21,Total,1560
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Academic atypical,Academic,Academic,2020/21,"Managers, directors and senior officials  ",0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Academic atypical,Academic,Academic,2020/21,Professional occupations  ,680
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Academic atypical,Academic,Academic,2020/21,Associate professional and technical occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Academic atypical,Academic,Academic,2020/21,Clerical and manual occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Academic atypical,Academic,Academic,2020/21,Total academic atypical staff,680
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2020/21,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2020/21,Professional occupations,600
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2020/21,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2020/21,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2020/21,Total academic staff,600
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,"Managers, directors and senior officials ",30
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Professional occupations ,115
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Associate professional and technical occupations ,175
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Administrative and secretarial occupations,175
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Skilled trades occupations,10
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,"Caring, leisure and other service occupations",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,"Process, plant and machine operatives",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Elementary occupations,30
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,Total non-academic staff,545
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2020/21,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2020/21,Professional occupations,600
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2020/21,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2020/21,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2020/21,Total academic staff,600
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Managers, directors and senior officials ",30
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Professional occupations ,115
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Associate professional and technical occupations ,175
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Administrative and secretarial occupations,175
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Skilled trades occupations,10
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Caring, leisure and other service occupations",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Process, plant and machine operatives",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Elementary occupations,30
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Total non-academic staff,545
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Non-atypical,All,All (excluding atypical),2020/21,Total,1145
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2020/21,"Managers, directors and senior officials  ",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2020/21,Professional occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2020/21,Associate professional and technical occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2020/21,Clerical and manual occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2020/21,Total academic atypical staff,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2020/21,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2020/21,Professional occupations,155
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2020/21,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2020/21,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2020/21,Total academic staff,155
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,"Managers, directors and senior officials ",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Professional occupations ,20
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Associate professional and technical occupations ,45
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Administrative and secretarial occupations,85
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Skilled trades occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,"Caring, leisure and other service occupations",15
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,"Process, plant and machine operatives",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Elementary occupations,85
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,Total non-academic staff,260
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2020/21,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2020/21,Professional occupations,155
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2020/21,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2020/21,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Academic,All (excluding atypical),2020/21,Total academic staff,155
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Managers, directors and senior officials ",5
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Professional occupations ,20
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Associate professional and technical occupations ,45
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Administrative and secretarial occupations,85
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Skilled trades occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Caring, leisure and other service occupations",15
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,"Process, plant and machine operatives",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Elementary occupations,85
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,Non-academic,All (excluding atypical),2020/21,Total non-academic staff,260
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Non-atypical,All,All (excluding atypical),2020/21,Total,415
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2020/21,"Managers, directors and senior officials  ",0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2020/21,Professional occupations  ,680
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2020/21,Associate professional and technical occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2020/21,Clerical and manual occupations  ,0
10007762,Glasgow Caledonian University,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2020/21,Total academic atypical staff,680
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,Academic,2021/22,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,Academic,2021/22,Professional occupations,790
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,Academic,2021/22,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,Academic,2021/22,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,Academic,2021/22,Total academic staff,790
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,"Managers, directors and senior officials ",35
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Professional occupations ,135
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Associate professional and technical occupations ,225
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Administrative and secretarial occupations,265
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Skilled trades occupations,15
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,"Caring, leisure and other service occupations",15
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,"Process, plant and machine operatives",5
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Elementary occupations,120
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2021/22,Total non-academic staff,820
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2021/22,"Managers, directors and senior officials",0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2021/22,Professional occupations,790
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2021/22,Associate professional and technical occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2021/22,Clerical and manual occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2021/22,Total academic staff,790
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Managers, directors and senior officials ",35
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Professional occupations ,135
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Associate professional and technical occupations ,225
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Administrative and secretarial occupations,265
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Skilled trades occupations,15
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Caring, leisure and other service occupations",15
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Sales and customer service occupations,0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,"Process, plant and machine operatives",5
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Elementary occupations,120
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2021/22,Total non-academic staff,820
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Non-atypical,All,All (excluding atypical),2021/22,Total,1610
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Academic atypical,Academic,Academic,2021/22,"Managers, directors and senior officials  ",0
10007762,Glasgow Caledonian University,Scotland,Scotland,All,Academic atypical,Academic,Academic,2021/22,Professional occupations  ,785
