UKPRN,HE provider,Country of HE provider,Region of HE provider,First year marker,Level of study,Mode of study,Academic Year,Category marker,Category,Number
10007772,Edinburgh Napier University,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,1185
10007772,Edinburgh Napier University,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,1720
10007772,Edinburgh Napier University,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,1190
10007772,Edinburgh Napier University,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,525
10007772,Edinburgh Napier University,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,1480
10007772,Edinburgh Napier University,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,825
10007772,Edinburgh Napier University,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,655
10007790,The University of Edinburgh,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,11525
10007790,The University of Edinburgh,Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,8810
10007790,The University of Edinburgh,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,2715
10007790,The University of Edinburgh,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,8035
10007790,The University of Edinburgh,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,6640
10007790,The University of Edinburgh,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,1390
10007790,The University of Edinburgh,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,3495
10007790,The University of Edinburgh,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,2170
10007790,The University of Edinburgh,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,1325
10007762,Glasgow Caledonian University,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,3075
10007762,Glasgow Caledonian University,Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,1900
10007762,Glasgow Caledonian University,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,1175
10007762,Glasgow Caledonian University,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,1750
10007762,Glasgow Caledonian University,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,1130
10007762,Glasgow Caledonian University,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,625
10007762,Glasgow Caledonian University,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,1325
10007762,Glasgow Caledonian University,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,775
10007762,Glasgow Caledonian University,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,550
10002681,Glasgow School of Art,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,670
10002681,Glasgow School of Art,Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,595
10002681,Glasgow School of Art,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,75
10002681,Glasgow School of Art,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,500
10002681,Glasgow School of Art,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,465
10002681,Glasgow School of Art,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,35
10002681,Glasgow School of Art,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,170
10002681,Glasgow School of Art,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,130
10002681,Glasgow School of Art,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,40
10007794,The University of Glasgow,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,9745
10007794,The University of Glasgow,Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,8230
10007794,The University of Glasgow,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,1520
10007794,The University of Glasgow,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,7355
10007794,The University of Glasgow,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,6685
10007794,The University of Glasgow,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,670
10007794,The University of Glasgow,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,2395
10007794,The University of Glasgow,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,1545
10007794,The University of Glasgow,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,850
10007764,Heriot-Watt University,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,2995
10007764,Heriot-Watt University,Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,1855
10007764,Heriot-Watt University,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,1145
10007764,Heriot-Watt University,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,1560
10007764,Heriot-Watt University,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,1300
10007764,Heriot-Watt University,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,265
10007764,Heriot-Watt University,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,1435
10007764,Heriot-Watt University,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,555
10007764,Heriot-Watt University,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,880
10007773,The Open University,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,690
10007773,The Open University,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,690
10007773,The Open University,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,355
10007773,The Open University,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,355
10007773,The Open University,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,335
10007773,The Open University,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,335
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,1720
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,655
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,1065
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,965
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,395
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,570
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,755
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,260
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,495
10005500,Robert Gordon University,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,3200
10005500,Robert Gordon University,Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,1145
10005500,Robert Gordon University,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,2050
10005500,Robert Gordon University,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,1560
10005500,Robert Gordon University,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,595
10005500,Robert Gordon University,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,970
10005500,Robert Gordon University,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,1635
10005500,Robert Gordon University,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,555
10005500,Robert Gordon University,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,1085
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,365
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,230
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,140
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,185
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,155
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,30
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,180
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,75
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,105
10007803,The University of St. Andrews,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,2120
10007803,The University of St. Andrews,Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,1855
10007803,The University of St. Andrews,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,265
10007803,The University of St. Andrews,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,1280
10007803,The University of St. Andrews,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,1195
10007803,The University of St. Andrews,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,85
10007803,The University of St. Andrews,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,840
10007803,The University of St. Andrews,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,660
10007803,The University of St. Andrews,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,180
10005700,SRUC,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,80
10005700,SRUC,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,80
10005700,SRUC,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,30
10005700,SRUC,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,30
10005700,SRUC,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,45
10005700,SRUC,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,45
10007804,The University of Stirling,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,3935
10007804,The University of Stirling,Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,2475
10007804,The University of Stirling,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,1460
10007804,The University of Stirling,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,1995
10007804,The University of Stirling,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,1200
10007804,The University of Stirling,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,795
10007804,The University of Stirling,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,1940
10007804,The University of Stirling,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,1275
10007804,The University of Stirling,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,665
10007805,The University of Strathclyde,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,7590
10007805,The University of Strathclyde,Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,4950
10007805,The University of Strathclyde,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,2640
10007805,The University of Strathclyde,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,4650
10007805,The University of Strathclyde,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,3725
10007805,The University of Strathclyde,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,930
10007805,The University of Strathclyde,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,2935
10007805,The University of Strathclyde,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,1225
10007805,The University of Strathclyde,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,1710
10007114,University of the Highlands and Islands,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,1090
10007114,University of the Highlands and Islands,Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,365
10007114,University of the Highlands and Islands,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,725
10007114,University of the Highlands and Islands,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,670
10007114,University of the Highlands and Islands,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,265
10007114,University of the Highlands and Islands,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,405
10007114,University of the Highlands and Islands,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,420
10007114,University of the Highlands and Islands,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,100
10007114,University of the Highlands and Islands,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,320
10007800,The University of the West of Scotland,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,2810
10007800,The University of the West of Scotland,Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,1665
10007800,The University of the West of Scotland,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,1140
10007800,The University of the West of Scotland,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,1500
10007800,The University of the West of Scotland,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,900
10007800,The University of the West of Scotland,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,595
10007800,The University of the West of Scotland,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,1310
10007800,The University of the West of Scotland,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,765
10007800,The University of the West of Scotland,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,545
,Total,Scotland,Scotland,All,All postgraduate,All,2018/19,Total,Total,64320
,Total,Scotland,Scotland,All,All postgraduate,Full-time,2018/19,Total,Total,42190
,Total,Scotland,Scotland,All,All postgraduate,Part-time,2018/19,Total,Total,22125
,Total,Scotland,Scotland,First year,All postgraduate,All,2018/19,Total,Total,39855
,Total,Scotland,Scotland,First year,All postgraduate,Full-time,2018/19,Total,Total,29830
,Total,Scotland,Scotland,First year,All postgraduate,Part-time,2018/19,Total,Total,10025
,Total,Scotland,Scotland,Other years,All postgraduate,All,2018/19,Total,Total,24460
,Total,Scotland,Scotland,Other years,All postgraduate,Full-time,2018/19,Total,Total,12360
,Total,Scotland,Scotland,Other years,All postgraduate,Part-time,2018/19,Total,Total,12100
10007783,The University of Aberdeen,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,2360
10007783,The University of Aberdeen,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,70
10007783,The University of Aberdeen,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,7305
10007783,The University of Aberdeen,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,150
10007783,The University of Aberdeen,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,9665
10007783,The University of Aberdeen,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,220
10007783,The University of Aberdeen,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,9885
10007783,The University of Aberdeen,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,2430
10007783,The University of Aberdeen,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,7455
10007849,Abertay University,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,1490
10007849,Abertay University,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,15
10007849,Abertay University,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,2115
10007849,Abertay University,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,160
10007849,Abertay University,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,3605
10007849,Abertay University,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,175
10007849,Abertay University,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,3780
10007849,Abertay University,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,1505
10007849,Abertay University,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,2275
10007852,The University of Dundee,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,2885
10007852,The University of Dundee,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,150
10007852,The University of Dundee,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,7025
10007852,The University of Dundee,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,370
10007852,The University of Dundee,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,9910
10007852,The University of Dundee,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,520
10007852,The University of Dundee,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,10430
10007852,The University of Dundee,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,3035
10007852,The University of Dundee,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,7395
10007772,Edinburgh Napier University,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,3275
10007772,Edinburgh Napier University,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,180
10007772,Edinburgh Napier University,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,5945
10007772,Edinburgh Napier University,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,550
10007772,Edinburgh Napier University,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,9215
10007772,Edinburgh Napier University,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,730
10007772,Edinburgh Napier University,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,9945
10007772,Edinburgh Napier University,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,3455
10007772,Edinburgh Napier University,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,6490
10007790,The University of Edinburgh,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,5855
10007790,The University of Edinburgh,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,45
10007790,The University of Edinburgh,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,15985
10007790,The University of Edinburgh,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,345
10007790,The University of Edinburgh,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,21840
10007790,The University of Edinburgh,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,390
10007790,The University of Edinburgh,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,22230
10007790,The University of Edinburgh,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,5900
10007790,The University of Edinburgh,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,16330
10007762,Glasgow Caledonian University,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,4230
10007762,Glasgow Caledonian University,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,275
10007762,Glasgow Caledonian University,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,7050
10007762,Glasgow Caledonian University,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,1025
10007762,Glasgow Caledonian University,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,11275
10007762,Glasgow Caledonian University,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,1295
10007762,Glasgow Caledonian University,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,12575
10007762,Glasgow Caledonian University,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,4500
10007762,Glasgow Caledonian University,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,8070
10002681,Glasgow School of Art,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,445
10002681,Glasgow School of Art,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,0
10002681,Glasgow School of Art,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,1100
10002681,Glasgow School of Art,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,15
10002681,Glasgow School of Art,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,1545
10002681,Glasgow School of Art,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,15
10002681,Glasgow School of Art,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,1560
10002681,Glasgow School of Art,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,450
10002681,Glasgow School of Art,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,1110
10007794,The University of Glasgow,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,4745
10007794,The University of Glasgow,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,95
10007794,The University of Glasgow,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,13540
10007794,The University of Glasgow,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,210
10007794,The University of Glasgow,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,18280
10007794,The University of Glasgow,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,300
10007794,The University of Glasgow,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,18585
10007794,The University of Glasgow,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,4835
10007794,The University of Glasgow,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,13750
10007764,Heriot-Watt University,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,1970
10007764,Heriot-Watt University,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,0
10007764,Heriot-Watt University,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,5455
10007764,Heriot-Watt University,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,55
10007764,Heriot-Watt University,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,7425
10007764,Heriot-Watt University,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,60
10007764,Heriot-Watt University,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,7485
10007764,Heriot-Watt University,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,1970
10007764,Heriot-Watt University,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,5510
10007773,The Open University,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,4025
10007773,The Open University,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,7850
10007773,The Open University,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,11875
10007773,The Open University,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,11875
10007773,The Open University,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,4025
10007773,The Open University,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,7850
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,1020
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,10
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,1950
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,65
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,2975
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,80
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,All,First degree,All,2018/19,Total,Total,3055
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,1035
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,2020
10005500,Robert Gordon University,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,2610
10005500,Robert Gordon University,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,200
10005500,Robert Gordon University,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,5330
10005500,Robert Gordon University,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,720
10005500,Robert Gordon University,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,7940
10005500,Robert Gordon University,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,920
10005500,Robert Gordon University,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,8860
10005500,Robert Gordon University,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,2810
10005500,Robert Gordon University,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,6050
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,275
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,635
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,910
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,910
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,275
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,635
10007803,The University of St. Andrews,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,2070
10007803,The University of St. Andrews,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,15
10007803,The University of St. Andrews,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,5455
10007803,The University of St. Andrews,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,65
10007803,The University of St. Andrews,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,7525
10007803,The University of St. Andrews,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,80
10007803,The University of St. Andrews,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,7610
10007803,The University of St. Andrews,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,2085
10007803,The University of St. Andrews,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,5525
10005700,SRUC,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,215
10005700,SRUC,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,10
10005700,SRUC,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,335
10005700,SRUC,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,15
10005700,SRUC,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,550
10005700,SRUC,Scotland,Scotland,All,First degree,Part-time,2018/19,Total,Total,25
10005700,SRUC,Scotland,Scotland,All,First degree,All,2018/19,Total,Total,580
10005700,SRUC,Scotland,Scotland,First year,First degree,All,2018/19,Total,Total,225
10005700,SRUC,Scotland,Scotland,Other years,First degree,All,2018/19,Total,Total,355
10007804,The University of Stirling,Scotland,Scotland,First year,First degree,Full-time,2018/19,Total,Total,2285
10007804,The University of Stirling,Scotland,Scotland,First year,First degree,Part-time,2018/19,Total,Total,110
10007804,The University of Stirling,Scotland,Scotland,Other years,First degree,Full-time,2018/19,Total,Total,5255
10007804,The University of Stirling,Scotland,Scotland,Other years,First degree,Part-time,2018/19,Total,Total,190
10007804,The University of Stirling,Scotland,Scotland,All,First degree,Full-time,2018/19,Total,Total,7540
